,id_projeto,data_inicio,data_fim,descricao,descricao.1,ch_dedicada,sexo,ativo,id_pessoa,id_discente,curso,id_servidor,denominacao,unidade_lotacao
20535,5637,2019,01/01/2020,DOCENTE,COLABORADOR(A),145,F,True,9813,,,9815.0,Docente                       ,CE
20541,6046,2019,31/12/2019,DOCENTE,COORDENADOR(A),0,M,True,457710,,,22190.0,Docente                       ,CCEN
20555,2425,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),222,F,True,5784,,,5784.0,Docente                       ,CCS
20556,2425,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,176965,,,20100.0,Docente                       ,CCS
20578,2371,2018,16/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),400,M,True,13665,,,13668.0,Docente                       ,CCHLA
20584,2371,2018,16/12/2018,DOCENTE,COORDENADOR(A),400,M,True,14080,,,20570.0,Docente                       ,CCHLA
20619,5665,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),170,F,True,12364,,,15065.0,Docente                       ,CCEN
20620,5665,2019,31/12/2019,DOCENTE,COLABORADOR(A),20,M,True,195840,,,19026.0,Docente                       ,CCEN
20622,5665,2019,31/12/2019,DOCENTE,COORDENADOR(A),430,F,True,12367,,,15066.0,Docente                       ,CCEN
20624,2669,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,196374,,,20989.0,Docente                       ,CCS
20626,2669,2018,31/12/2018,DOCENTE,COLABORADOR(A),400,F,True,12872,,,12875.0,Docente                       ,CCS
20632,2669,2018,31/12/2018,DOCENTE,COLABORADOR(A),400,F,True,378764,,,21853.0,Docente                       ,CCS
20646,5725,2019,31/12/2019,DOCENTE,CONSULTOR / TUTOR,0,M,True,13447,,,13450.0,Docente                       ,CCAE
20647,5725,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,42923,,,21769.0,Docente                       ,CCAE
20649,5725,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),800,F,True,13363,,,13366.0,Docente                       ,CCAE
20650,5725,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,13363,,,13366.0,Docente                       ,CCAE
20651,5954,2019,31/12/2019,DOCENTE,COLABORADOR(A),560,F,True,500232,,,22757.0,Docente                       ,CCS
20652,5954,2019,31/12/2019,DOCENTE,COLABORADOR(A),480,M,True,23939,,,22895.0,Docente                       ,CCS
20653,5954,2019,31/12/2019,DOCENTE,COLABORADOR(A),0,M,False,23939,,,22895.0,Docente                       ,CCS
20656,5954,2019,31/12/2019,DOCENTE,COLABORADOR(A),160,M,True,10759,,,15304.0,Docente                       ,CCS
20663,5954,2019,31/12/2019,DOCENTE,COLABORADOR(A),80,F,True,13791,,,13794.0,Docente                       ,CCS
20664,5954,2019,31/12/2019,DOCENTE,ORIENTADOR,480,F,True,13231,,,15193.0,Docente                       ,CCS
20671,5954,2019,31/12/2019,DOCENTE,COLABORADOR(A),80,F,True,19467,,,19502.0,Docente                       ,CCS
20673,5954,2019,31/12/2019,DOCENTE,INSTRUTOR / SUPERVISOR,160,F,True,14667,,,15372.0,Docente                       ,CCS
20676,5954,2019,31/12/2019,DOCENTE,ORIENTADOR,160,F,True,4376,,,4376.0,Docente                       ,CCS
20678,5954,2019,31/12/2019,DOCENTE,COLABORADOR(A),160,M,True,13669,,,13672.0,Docente                       ,CCS
20682,5954,2019,31/12/2019,DOCENTE,CONSULTOR / TUTOR,1,F,False,14667,,,15372.0,Docente                       ,CCS
20683,5954,2019,31/12/2019,DOCENTE,COORDENADOR(A),360,F,True,11266,,,15324.0,Docente                       ,CCS
20690,5776,2019,23/12/2019,DOCENTE,ORIENTADOR,0,M,True,13881,,,18609.0,Docente                       ,CCSA
20693,5776,2019,23/12/2019,DOCENTE,COORDENADOR(A),80,M,True,9954,,,9956.0,Docente                       ,CCSA
20706,2819,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,8510,,,8510.0,Docente                       ,CCHLA
20707,2819,2018,31/12/2018,DOCENTE,COLABORADOR(A),480,F,True,14436,,,14439.0,Docente                       ,CCHLA
20709,2819,2018,31/12/2018,DOCENTE,COLABORADOR(A),480,F,True,13122,,,15170.0,Docente                       ,CCHLA
20711,2819,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,F,True,9436,,,9437.0,Docente                       ,CCHLA
20712,2819,2018,31/12/2018,DOCENTE,COLABORADOR(A),480,F,True,11881,,,14978.0,Docente                       ,CCHLA
20714,2819,2018,19/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,9436,,,9437.0,Docente                       ,CCHLA
20715,2819,2018,19/12/2018,DOCENTE,COLABORADOR(A),1,F,False,11881,,,14978.0,Docente                       ,CCHLA
20716,2819,2018,19/12/2018,DOCENTE,COLABORADOR(A),1,F,False,13122,,,15170.0,Docente                       ,CCHLA
20717,2819,2018,19/12/2018,DOCENTE,COLABORADOR(A),1,F,False,14436,,,14439.0,Docente                       ,CCHLA
20718,2819,2018,19/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,9436,,,9437.0,Docente                       ,CCHLA
20723,2651,2018,31/12/2018,DOCENTE,COORDENADOR(A),440,F,True,12788,,,15125.0,Docente                       ,CCS
20732,2651,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),400,F,True,9349,,,16040.0,Docente                       ,CCS
20738,2517,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,F,True,11894,,,14980.0,Docente                       ,CCHSA
20740,2517,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,M,True,10479,,,14667.0,Docente                       ,CCHSA
20746,2620,2018,31/12/2018,DOCENTE,COORDENADOR(A),400,M,True,13665,,,13668.0,Docente                       ,CCHLA
20760,2620,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),400,M,True,14080,,,20570.0,Docente                       ,CCHLA
20761,6047,2019,15/01/2020,DOCENTE,INSTRUTOR / SUPERVISOR,1,M,False,75,,,75.0,Docente                       ,CCHSA
20762,6047,2019,15/01/2020,DOCENTE,ORIENTADOR,1,M,False,315245,,,22620.0,Docente                       ,CCHSA
20763,6047,2019,15/01/2020,DOCENTE,COORDENADOR(A),0,M,True,14559,,,14562.0,Docente                       ,CCHSA
20764,2252,2018,31/12/2018,DOCENTE,COLABORADOR(A),12,F,True,13977,,,13980.0,Docente                       ,CE
20766,2252,2018,31/12/2018,DOCENTE,COLABORADOR(A),15,F,True,176359,,,22182.0,Docente                       ,CCHLA
20767,2252,2018,31/12/2018,DOCENTE,COLABORADOR(A),53,F,True,9436,,,9437.0,Docente                       ,CCHLA
20768,2252,2018,30/06/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),3,F,True,24244,,,21997.0,Docente                       ,CCHLA
20770,2252,2018,31/12/2018,DOCENTE,COORDENADOR(A),785,F,True,14436,,,14439.0,Docente                       ,CCHLA
20773,2252,2018,31/12/2018,DOCENTE,COLABORADOR(A),105,F,True,13122,,,15170.0,Docente                       ,CCHLA
20774,2252,2018,31/12/2018,DOCENTE,COLABORADOR(A),102,F,True,8510,,,8510.0,Docente                       ,CCHLA
20775,2252,2018,31/12/2018,DOCENTE,COLABORADOR(A),105,F,True,11881,,,14978.0,Docente                       ,CCHLA
20790,2252,2018,31/12/2018,DOCENTE,COLABORADOR(A),1,F,False,24244,,,21997.0,Docente                       ,CCHLA
20799,2579,2018,31/12/2018,DOCENTE,COORDENADOR(A),270,F,True,12279,,,12282.0,Docente                       ,CCHLA
20800,6037,2019,31/12/2019,DOCENTE,COLABORADOR(A),40,F,True,13809,,,13812.0,Docente                       ,CCA
20801,6037,2019,31/12/2019,DOCENTE,COLABORADOR(A),40,M,True,9396,,,9397.0,Docente                       ,CCA
20803,6037,2019,31/12/2019,DOCENTE,COORDENADOR(A),85,M,True,406472,,,21151.0,Docente                       ,CCA
20810,5950,2019,02/01/2020,DOCENTE,COLABORADOR(A),88,F,True,119933,,,21857.0,Docente                       ,CCAE
20811,5950,2019,02/01/2020,DOCENTE,COLABORADOR(A),92,M,True,220930,,,21082.0,Docente                       ,CCAE
20812,5950,2019,02/01/2020,DOCENTE,COORDENADOR(A) ADJUNTO(A),128,F,True,12844,,,15134.0,Docente                       ,CCAE
20813,5950,2019,02/01/2020,DOCENTE,COLABORADOR(A),160,F,True,19158,,,18270.0,Docente                       ,CCAE
20815,5950,2019,02/01/2020,DOCENTE,COORDENADOR(A),276,F,True,13163,,,15181.0,Docente                       ,CCAE
20817,2483,2018,16/12/2018,DOCENTE,COLABORADOR(A),800,M,True,8286,,,8286.0,Docente                       ,CCS
20818,2483,2018,16/12/2018,DOCENTE,COLABORADOR(A),800,M,True,9292,,,9293.0,Docente                       ,CCS
20819,2483,2018,16/12/2018,DOCENTE,COLABORADOR(A),640,F,True,22673,,,20635.0,Docente                       ,CCS
20820,2483,2018,16/12/2018,DOCENTE,COLABORADOR(A),640,F,True,5540,,,5540.0,Docente                       ,CCS
20822,2483,2018,16/12/2018,DOCENTE,COORDENADOR(A),800,M,True,11294,,,14847.0,Docente                       ,CCS
20823,2483,2018,16/12/2018,DOCENTE,COLABORADOR(A),320,F,True,13426,,,13429.0,Docente                       ,CCS
20824,2483,2018,16/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,F,True,8449,,,8449.0,Docente                       ,CCS
20825,2483,2018,16/12/2018,DOCENTE,COLABORADOR(A),1,F,False,13426,,,13429.0,Docente                       ,CCS
20826,2483,2018,16/12/2018,DOCENTE,COLABORADOR(A),1,F,False,8449,,,8449.0,Docente                       ,CCS
20827,5713,2019,31/12/2019,DOCENTE,COORDENADOR(A),0,M,True,126991,,,19015.0,Docente                       ,CBIOTEC
20828,5804,2019,31/12/2019,DOCENTE,COORDENADOR(A),740,F,True,24974,,,20445.0,Docente                       ,CCHLA
20841,6050,2019,31/12/2019,DOCENTE,COLABORADOR(A),200,F,True,428299,,,21775.0,Docente                       ,CCS
20842,6050,2019,31/12/2019,DOCENTE,COLABORADOR(A),200,F,True,12829,,,15131.0,Docente                       ,CCHLA
20843,6050,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),200,M,True,13575,,,13578.0,Docente                       ,CCJ
20844,6050,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,13254,,,15195.0,Docente                       ,CCJ
20850,5657,2019,16/12/2019,DOCENTE,COLABORADOR(A),10,M,True,15583,,,16898.0,Docente                       ,CCS
20851,5657,2019,16/12/2019,DOCENTE,COLABORADOR(A),10,M,True,13643,,,13646.0,Docente                       ,CCS
20853,5657,2019,16/12/2019,DOCENTE,COORDENADOR(A),20,M,True,15526,,,16835.0,Docente                       ,CCS
20854,6052,nan,,DOCENTE,COLABORADOR(A),200,M,True,13965,,,13968.0,Docente                       ,CCAE
20855,6052,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),200,M,True,13575,,,13578.0,Docente                       ,CCJ
20856,6052,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),200,F,True,13254,,,15195.0,Docente                       ,CCJ
20857,6052,nan,,DOCENTE,COORDENADOR(A),800,M,True,370140,,,20523.0,Docente                       ,CCJ
20860,6243,2019,31/12/2019,DOCENTE,COORDENADOR(A),400,F,True,213352,,,19443.0,Docente                       ,CBIOTEC
20862,6243,2019,31/12/2019,DOCENTE,COLABORADOR(A),200,M,True,213400,,,19488.0,Docente                       ,CBIOTEC
20863,6243,2019,31/12/2019,DOCENTE,COLABORADOR(A),200,F,True,110003,,,20246.0,Docente                       ,CBIOTEC
20864,6055,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,M,True,253664,,,19601.0,Docente                       ,CI
20874,5698,2019,31/12/2019,DOCENTE,COLABORADOR(A),400,M,True,196491,,,19085.0,Docente                       ,CE
20875,5698,2019,31/12/2019,DOCENTE,COLABORADOR(A),400,F,True,14525,,,14528.0,Docente                       ,CE
20876,5698,2019,31/12/2019,DOCENTE,COORDENADOR(A),600,M,True,19316,,,18410.0,Docente                       ,CCS
20877,6202,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,9637,,,9639.0,Docente                       ,CE
20885,6202,2019,31/12/2019,DOCENTE,INSTRUTOR / SUPERVISOR,200,F,True,181271,,,19630.0,Docente                       ,CE
20886,6202,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),800,F,True,19207,,,18324.0,Docente                       ,CE
20887,6202,2019,31/12/2019,DOCENTE,COLABORADOR(A),200,F,True,100535,,,20538.0,Docente                       ,CE
20890,6153,2019,31/12/2019,DOCENTE,MINISTRANTE,105,F,True,12414,,,15075.0,Docente                       ,CE
20891,6153,2019,31/12/2019,DOCENTE,MINISTRANTE,1,F,False,13277,,,15201.0,Docente                       ,CE
20894,6153,2019,31/12/2019,DOCENTE,MINISTRANTE,105,M,True,19409,,,18491.0,Docente                       ,CE
20895,6153,2019,31/12/2019,DOCENTE,MINISTRANTE,145,F,True,11231,,,15321.0,Docente                       ,CE
20904,2826,2018,01/02/2019,DOCENTE,COORDENADOR(A),110,F,True,12027,,,20800.0,Docente                       ,CE
20913,5618,2019,31/12/2019,DOCENTE,COLABORADOR(A),90,F,True,14340,,,14343.0,Docente                       ,CCS
20914,5618,2019,31/12/2019,DOCENTE,COLABORADOR(A),90,F,True,13160,,,13163.0,Docente                       ,CCS
20915,5618,2019,31/12/2019,DOCENTE,COLABORADOR(A),90,M,True,14636,,,18197.0,Docente                       ,CCS
20917,5618,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,196814,,,19124.0,Docente                       ,CCS
20924,6080,2019,31/12/2019,DOCENTE,COLABORADOR(A),60,F,True,13791,,,13794.0,Docente                       ,CCS
20925,6080,2019,31/12/2019,DOCENTE,COLABORADOR(A),60,F,True,393802,,,20714.0,Docente                       ,CCS
20926,6080,2019,31/12/2019,DOCENTE,COLABORADOR(A),60,M,True,14636,,,18197.0,Docente                       ,CCS
20927,6080,2019,31/12/2019,DOCENTE,COLABORADOR(A),60,F,True,13798,,,13801.0,Docente                       ,CCS
20928,6080,2019,31/12/2019,DOCENTE,COLABORADOR(A),60,F,True,13160,,,13163.0,Docente                       ,CCS
20929,6080,2019,31/12/2019,DOCENTE,COLABORADOR(A),60,F,True,12761,,,12764.0,Docente                       ,CCS
20930,6080,2019,31/12/2019,DOCENTE,COORDENADOR(A),500,M,True,12834,,,12837.0,Docente                       ,CCS
20931,5714,2019,05/02/2020,DOCENTE,COORDENADOR(A),0,F,True,196805,,,19118.0,Docente                       ,CE
20941,6011,2019,31/12/2019,DOCENTE,COLABORADOR(A),50,F,True,341899,,,20147.0,Docente                       ,CT
20943,6011,2019,31/12/2019,DOCENTE,COLABORADOR(A),350,F,True,12371,,,19304.0,Docente                       ,CCHLA
20945,6011,2019,31/12/2019,DOCENTE,COORDENADOR(A),850,F,True,220812,,,19578.0,Docente                       ,CCHLA
20947,6011,2019,31/12/2019,DOCENTE,COLABORADOR(A),450,F,True,427760,,,21615.0,Docente                       ,CCHLA
20949,6011,2019,31/12/2019,DOCENTE,COLABORADOR(A),425,M,True,447082,,,22082.0,Docente                       ,CE
20950,6011,2019,31/12/2019,DOCENTE,COLABORADOR(A),1,M,False,447082,,,22082.0,Docente                       ,CE
20951,6011,2019,31/12/2019,DOCENTE,COLABORADOR(A),1,M,False,447082,,,22082.0,Docente                       ,CE
20952,6011,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,M,False,447082,,,22082.0,Docente                       ,CE
20957,6104,2019,31/12/2019,DOCENTE,COORDENADOR(A),320,M,True,13255,,,15196.0,Docente                       ,CI
20961,6220,2019,30/06/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),320,M,True,13145,,,15177.0,Docente                       ,CE
20962,6220,2019,31/12/2019,DOCENTE,COORDENADOR(A),480,M,True,13145,,,15177.0,Docente                       ,CE
20966,6220,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,M,True,12752,,,12755.0,Docente                       ,CE
20967,6220,2019,30/06/2019,DOCENTE,COORDENADOR(A),320,M,True,12752,,,12755.0,Docente                       ,CE
20971,6241,2019,31/12/2019,DOCENTE,COLABORADOR(A),200,M,True,14055,,,14058.0,Docente                       ,CCS
20972,6241,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,13991,,,13994.0,Docente                       ,CCS
20980,6085,2019,31/12/2019,DOCENTE,COORDENADOR(A),380,F,True,13039,,,20288.0,Docente                       ,CCHLA
20985,6085,2019,31/12/2019,DOCENTE,COLABORADOR(A),20,F,True,13640,,,20476.0,Docente                       ,CCHLA
20986,6085,2019,31/12/2019,DOCENTE,COLABORADOR(A),40,F,True,12316,,,15370.0,Docente                       ,CCHLA
20987,6182,2019,31/12/2019,DOCENTE,COORDENADOR(A),0,M,True,126991,,,19015.0,Docente                       ,CBIOTEC
20988,6189,2019,31/12/2019,DOCENTE,COORDENADOR(A),210,F,True,14334,,,14337.0,Docente                       ,CCA
20990,6189,2019,31/12/2019,DOCENTE,COLABORADOR(A),77,M,True,427799,,,21735.0,Docente                       ,CCA
20991,6189,2019,31/12/2019,DOCENTE,COLABORADOR(A),55,F,True,13721,,,13724.0,Docente                       ,CCA
20993,6248,2019,31/12/2019,DOCENTE,COLABORADOR(A),30,F,True,19169,,,18286.0,Docente                       ,CI
20996,6248,2019,31/12/2019,DOCENTE,COORDENADOR(A),210,M,True,12646,,,20209.0,Docente                       ,CI
21000,6248,2019,31/12/2019,DOCENTE,COLABORADOR(A),30,M,True,253669,,,19607.0,Docente                       ,CI
21001,6248,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),120,M,True,27303,,,19087.0,Docente                       ,CI
21002,6129,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,408870,,,21311.0,Docente                       ,CCTA
21004,6129,2017,31/12/2017,DOCENTE,COLABORADOR(A),200,M,False,13212,,,15191.0,Docente                       ,CCTA
21009,6041,2019,31/12/2019,DOCENTE,COLABORADOR(A),384,F,True,14456,,,14459.0,Docente                       ,CCHSA
21010,6041,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,12727,,,15116.0,Docente                       ,CCHSA
21011,6041,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,F,True,351171,,,22256.0,Docente                       ,CCHSA
21012,5943,2019,31/12/2019,DOCENTE,COLABORADOR(A),200,M,True,451028,,,22158.0,Docente                       ,CCA
21016,5943,2019,31/12/2019,DOCENTE,COLABORADOR(A),200,F,True,196826,,,19131.0,Docente                       ,CCA
21017,5943,2019,31/12/2019,DOCENTE,COORDENADOR(A),400,F,True,12935,,,19493.0,Docente                       ,CCA
21018,6235,2019,01/01/2020,DOCENTE,COORDENADOR(A),800,M,True,408074,,,21298.0,Docente                       ,CCA
21021,6235,2019,01/01/2020,DOCENTE,COLABORADOR(A),400,F,True,196826,,,19131.0,Docente                       ,CCA
21022,6117,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,25497,,,19948.0,Docente                       ,CCHSA
21023,6117,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,F,True,9929,,,9931.0,Docente                       ,CCEN
21033,6117,2019,31/12/2019,DOCENTE,COLABORADOR(A),480,F,True,14015,,,14018.0,Docente                       ,CCHSA
21036,5769,2019,31/12/2019,DOCENTE,COORDENADOR(A),250,M,True,351536,,,20277.0,Docente                       ,CCS
21038,5769,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),50,M,True,9941,,,9943.0,Docente                       ,CCS
21044,6269,2019,31/12/2019,DOCENTE,COORDENADOR(A),0,M,True,253662,,,19599.0,Docente                       ,CCSA
21047,6201,2019,01/01/2020,DOCENTE,COORDENADOR(A),230,M,True,19074,,,18182.0,Docente                       ,CT
21049,6201,2019,01/01/2020,DOCENTE,COORDENADOR(A) ADJUNTO(A),50,F,True,13139,,,15175.0,Docente                       ,CE
21053,6021,2019,31/12/2019,DOCENTE,ASSESSOR,80,M,True,14055,,,14058.0,Docente                       ,CCS
21056,6021,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,19467,,,19502.0,Docente                       ,CCS
21057,6021,2019,31/12/2019,DOCENTE,CONSULTOR / TUTOR,1,M,False,14055,,,14058.0,Docente                       ,CCS
21063,6021,2019,31/12/2019,DOCENTE,COLABORADOR(A),80,F,True,11266,,,15324.0,Docente                       ,CCS
21064,6191,2019,31/12/2019,DOCENTE,COLABORADOR(A),0,M,True,9395,,,9396.0,Docente                       ,CCM
21065,6191,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,M,True,14665,,,15038.0,Docente                       ,CCM
21067,6191,2019,31/12/2019,DOCENTE,COLABORADOR(A),200,M,True,13853,,,13856.0,Docente                       ,CCM
21068,6191,2019,31/12/2019,DOCENTE,COLABORADOR(A),480,M,True,12521,,,12524.0,Docente                       ,CCM
21069,6191,2019,31/12/2019,DOCENTE,COLABORADOR(A),480,M,True,11286,,,11289.0,Docente                       ,CCM
21078,6224,2019,31/12/2019,DOCENTE,COLABORADOR(A),240,F,True,11722,,,11725.0,Docente                       ,CCHLA
21079,6224,2019,31/12/2019,DOCENTE,COLABORADOR(A),340,M,True,109555,,,18959.0,Docente                       ,CCHLA
21089,5578,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),112,M,True,116584,,,22206.0,Docente                       ,CCAE
21091,5578,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),320,M,True,29084,,,18826.0,Docente                       ,CCAE
21092,5578,2019,31/12/2019,DOCENTE,COLABORADOR(A),40,M,True,13211,,,13214.0,Docente                       ,CCAE
21093,5578,2019,31/12/2019,DOCENTE,COORDENADOR(A),616,M,True,196504,,,19096.0,Docente                       ,CCAE
21099,5609,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,M,True,13683,,,13686.0,Docente                       ,CCM
21102,6029,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,13235,,,19169.0,Docente                       ,CCM
21103,6029,2019,31/12/2019,DOCENTE,ORIENTADOR,300,M,True,24145,,,19356.0,Docente                       ,CBIOTEC
21105,6029,2019,31/12/2019,DOCENTE,ORIENTADOR,300,F,True,274249,,,21056.0,Docente                       ,CCS
21106,6029,2019,31/12/2019,DOCENTE,COLABORADOR(A),300,M,True,13683,,,13686.0,Docente                       ,CCM
21107,6029,2019,31/12/2019,DOCENTE,COLABORADOR(A),300,M,True,14664,,,15037.0,Docente                       ,CCM
21109,6272,2019,01/01/2020,DOCENTE,COLABORADOR(A),180,M,True,12268,,,15365.0,Docente                       ,CCHSA
21112,6272,2019,01/01/2020,DOCENTE,COORDENADOR(A),800,M,True,13409,,,13412.0,Docente                       ,CCHSA
21113,6272,2019,01/01/2020,DOCENTE,COLABORADOR(A),60,F,True,172525,,,19053.0,Docente                       ,CCHSA
21114,6272,2019,01/01/2020,DOCENTE,COLABORADOR(A),90,F,True,10201,,,19653.0,Docente                       ,CCHSA
21118,6258,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,19283,,,19546.0,Docente                       ,CCA
21120,6258,2019,31/12/2019,DOCENTE,COLABORADOR(A),360,M,True,351172,,,22113.0,Docente                       ,CCA
21121,6258,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),408,M,True,13050,,,13053.0,Docente                       ,CCA
21122,6258,2019,31/12/2019,DOCENTE,COLABORADOR(A),408,F,True,315860,,,21962.0,Docente                       ,CCA
21126,6258,2019,31/12/2019,DOCENTE,COLABORADOR(A),264,F,True,170315,,,20127.0,Docente                       ,CCA
21127,6261,nan,,DOCENTE,COORDENADOR(A),0,M,True,9811,,,9813.0,Docente                       ,CCJ
21128,6231,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,M,True,13876,,,13879.0,Docente                       ,CCJ
21131,6231,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,F,True,143970,,,22458.0,Docente                       ,CE
21132,6231,2019,31/12/2019,DOCENTE,COLABORADOR(A),80,F,True,19208,,,18325.0,Docente                       ,CCJ
21133,6231,2019,31/12/2019,DOCENTE,COLABORADOR(A),80,F,True,405228,,,21054.0,Docente                       ,CCJ
21134,6231,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,260340,,,19711.0,Docente                       ,CCAE
21140,6276,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),6,F,True,9508,,,9510.0,Docente                       ,CCS
21141,6276,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),6,F,True,14748,,,15962.0,Docente                       ,CCS
21144,6276,2019,31/12/2019,DOCENTE,CONSULTOR / TUTOR,6,F,True,426385,,,22491.0,Docente                       ,CCS
21146,6276,2019,31/12/2019,DOCENTE,COORDENADOR(A),8,F,True,445517,,,22022.0,Docente                       ,CCS
21147,6276,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,426385,,,22491.0,Docente                       ,CCS
21148,6257,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,15584,,,16899.0,Docente                       ,CCM
21149,6257,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),450,M,True,327033,,,22565.0,Docente                       ,CCM
21157,6266,2019,31/12/2019,DOCENTE,COORDENADOR(A),120,M,True,171218,,,19735.0,Docente                       ,CCJ
21162,6266,2019,31/12/2019,DOCENTE,ORIENTADOR,120,F,True,199963,,,19318.0,Docente                       ,CCJ
21165,6266,2019,31/12/2019,DOCENTE,ORIENTADOR,120,F,True,14490,,,14493.0,Docente                       ,CCJ
21175,6266,2019,31/12/2019,DOCENTE,ORIENTADOR,120,M,True,36579,,,19827.0,Docente                       ,CCJ
21179,5768,2019,31/12/2019,DOCENTE,COORDENADOR(A),0,M,True,8446,,,15840.0,Docente                       ,CCS
21180,5684,2019,31/12/2019,DOCENTE,COORDENADOR(A),0,M,True,8446,,,15840.0,Docente                       ,CCS
21181,6079,2019,31/12/2019,DOCENTE,COORDENADOR(A),300,F,True,11670,,,14930.0,Docente                       ,CCHLA
21185,6079,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),200,F,True,12082,,,12085.0,Docente                       ,CCHLA
21187,6079,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),300,F,True,427760,,,21615.0,Docente                       ,CCHLA
21206,6262,2019,31/12/2019,DOCENTE,COLABORADOR(A),90,F,True,10590,,,14717.0,Docente                       ,CCTA
21210,6262,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),200,M,True,8334,,,8334.0,Docente                       ,CCTA
21211,6262,2019,31/12/2019,DOCENTE,COORDENADOR(A),400,F,True,11843,,,14968.0,Docente                       ,CCTA
21214,6262,2019,31/12/2019,DOCENTE,ORIENTADOR,30,M,True,5836,,,5836.0,Docente                       ,CCTA
21216,6262,2019,31/12/2019,DOCENTE,ORIENTADOR,60,F,True,12805,,,15129.0,Docente                       ,CCTA
21218,6262,2019,31/12/2019,DOCENTE,ORIENTADOR,20,F,True,12096,,,12099.0,Docente                       ,CCTA
21220,6262,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,12096,,,12099.0,Docente                       ,CCTA
21221,6262,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,10590,,,14717.0,Docente                       ,CCTA
21223,5896,2019,31/12/2019,DOCENTE,COORDENADOR(A),64,M,True,111963,,,19092.0,Docente                       ,CEAR
21224,5896,2019,31/12/2019,DOCENTE,COLABORADOR(A),21,M,True,109555,,,18959.0,Docente                       ,CCHLA
